datetime,portfolio_value,cash,return
2023-02-08 09:30:00-05:00,100000.0,100000.0,
2023-02-09 09:30:00-05:00,100012.79998779297,95868.69995117188,0.00012799987792977419
2023-02-10 09:30:00-05:00,99927.2998046875,95868.69995117188,-0.0008548924049311957
2023-02-11 09:30:00-05:00,99927.2998046875,95868.69995117188,0.0
2023-02-13 09:30:00-05:00,99955.8999633789,95868.69995117188,0.00028620966189718544
2023-02-14 09:30:00-05:00,99981.09985351562,95868.69995117188,0.0002521100820056521
2023-02-15 09:30:00-05:00,99972.20001220703,95868.69995117188,-8.901523709614612e-05
2023-02-16 09:30:00-05:00,99956.6000366211,95868.69995117188,-0.00015604313583206242
2023-02-17 09:30:00-05:00,99929.29992675781,95868.69995117188,-0.0002731196324532448
2023-02-18 09:30:00-05:00,99929.29992675781,95868.69995117188,0.0
2023-02-21 09:30:00-05:00,99899.29992675781,95868.69995117188,-0.0003002122502808735
2023-02-22 09:30:00-05:00,99863.8998413086,95868.69995117188,-0.00035435769294855923
2023-02-23 09:30:00-05:00,99884.29992675781,95868.69995117188,0.0002042788783698235
2023-02-24 09:30:00-05:00,99822.90008544922,95868.69995117188,-0.0006147096325810342
2023-02-25 09:30:00-05:00,99822.90008544922,95868.69995117188,0.0
2023-02-27 09:30:00-05:00,99867.39990234375,95868.69995117188,0.0004457876585075571
2023-02-28 09:30:00-05:00,99841.00006103516,95868.69995117188,-0.00026434894003857234
2023-03-01 09:30:00-05:00,99822.79998779297,95868.69995117188,-0.0001822905743238401
2023-03-02 09:30:00-05:00,99795.49987792969,95868.69995117188,-0.00027348571535379396
2023-03-03 09:30:00-05:00,99865.79986572266,95868.69995117188,0.0007044404595293319
2023-03-04 09:30:00-05:00,99865.79986572266,95868.69995117188,0.0
2023-03-06 09:30:00-05:00,99919.19982910156,95868.69995117188,0.0005347172250229626
2023-03-07 09:30:00-05:00,99912.90008544922,95868.69995117188,-6.304837972204158e-05
2023-03-08 09:30:00-05:00,99852.60009765625,95868.69995117188,-0.0006035255481664503
2023-03-09 09:30:00-05:00,99866.09985351562,95868.69995117188,0.00013519683860185872
2023-03-10 09:30:00-05:00,99778.59985351562,95868.69995117188,-0.0008761731971944631
2023-03-11 09:30:00-05:00,99778.59985351562,95868.69995117188,0.0
2023-03-13 09:30:00-04:00,99773.69995117188,95868.69995117188,-4.910774806365925e-05
2023-03-14 09:30:00-04:00,99727.60009765625,95868.69995117188,-0.0004620441412735987
2023-03-15 09:30:00-04:00,99736.90002441406,95868.69995117188,9.325328944753686e-05
2023-03-16 09:30:00-04:00,99800.8999633789,95868.69995117188,0.0006416876697508123
2023-03-17 09:30:00-04:00,99800.8999633789,95868.69995117188,0.0
2023-03-18 09:30:00-04:00,99800.8999633789,95868.69995117188,0.0
2023-03-20 09:30:00-04:00,99841.09985351562,95868.69995117188,0.00040280087806299214
2023-03-21 09:30:00-04:00,99856.00006103516,95868.69995117188,0.00014923921652898464
2023-03-22 09:30:00-04:00,99819.59991455078,95868.69995117188,-0.00036452638261219583
2023-03-23 09:30:00-04:00,99787.09991455078,95868.69995117188,-0.0003255873598754233
2023-03-24 09:30:00-04:00,99787.09991455078,95868.69995117188,0.0
2023-03-25 09:30:00-04:00,99787.09991455078,95868.69995117188,0.0
2023-03-27 09:30:00-04:00,99826.3998413086,95868.69995117188,0.0003938377484811184
2023-03-28 09:30:00-04:00,99867.99987792969,95868.69995117188,0.00041672379938795245
2023-03-29 09:30:00-04:00,99909.59991455078,95868.69995117188,0.0004165502130006882
2023-03-30 09:30:00-04:00,99915.29998779297,95868.69995117188,5.7052307756766396e-05
2023-03-31 09:30:00-04:00,99915.29998779297,95868.69995117188,0.0
2023-04-01 09:30:00-04:00,99915.29998779297,95868.69995117188,0.0
2023-04-03 09:30:00-04:00,99984.89990234375,95868.69995117188,0.0006965891566084181
2023-04-04 09:30:00-04:00,99947.79998779297,95868.69995117188,-0.00037105517520164
2023-04-05 09:30:00-04:00,99936.3998413086,95868.69995117188,-0.00011406100470212621
2023-04-06 09:30:00-04:00,99936.3998413086,95868.69995117188,0.0
2023-04-07 09:30:00-04:00,99936.3998413086,95868.69995117188,0.0
2023-04-10 09:30:00-04:00,99971.30004882812,95868.69995117188,0.0003492241823295217
2023-04-11 09:30:00-04:00,99987.39990234375,95868.69995117188,0.00016104475492229042
2023-04-12 09:30:00-04:00,99960.49987792969,95868.69995117188,-0.00026903414270529336
2023-04-13 09:30:00-04:00,99996.79992675781,95868.69995117188,0.0003631439305771256
2023-04-14 09:30:00-04:00,99996.79992675781,95868.69995117188,0.0
2023-04-15 09:30:00-04:00,99996.79992675781,95868.69995117188,0.0
2023-04-17 09:30:00-04:00,100024.49981689453,95868.69995117188,0.0002770077658185155
2023-04-18 09:30:00-04:00,99990.8999633789,95868.69995117188,-0.00033591623629347644
2023-04-19 09:30:00-04:00,99980.79986572266,95868.69995117188,-0.0001010101685248177
2023-04-20 09:30:00-04:00,99990.59997558594,95868.69995117188,9.801991858870984e-05
2023-04-21 09:30:00-04:00,99990.59997558594,95868.69995117188,0.0
2023-04-22 09:30:00-04:00,99990.59997558594,95868.69995117188,0.0
2023-04-24 09:30:00-04:00,99974.49981689453,95868.69995117188,-0.00016101672252533117
2023-04-25 09:30:00-04:00,99935.8999633789,95868.69995117188,-0.0003860969905957745
2023-04-26 09:30:00-04:00,99938.69995117188,95868.69995117188,2.8017837373717214e-05
2023-04-27 09:30:00-04:00,99983.59985351562,95868.69995117188,0.00044927442888176294
2023-04-28 09:30:00-04:00,99983.59985351562,95868.69995117188,0.0
2023-04-29 09:30:00-04:00,99983.59985351562,95868.69995117188,0.0
2023-05-01 09:30:00-04:00,100016.3998413086,95868.69995117188,0.0003280536792136246
2023-05-02 09:30:00-04:00,99982.2998046875,95868.69995117188,-0.0003409444518618354
2023-05-03 09:30:00-04:00,99937.99987792969,95868.69995117188,-0.00044307769319518187
2023-05-04 09:30:00-04:00,99957.79998779297,95868.69995117188,0.00019812393571472242
2023-05-05 09:30:00-04:00,99957.79998779297,95868.69995117188,0.0
2023-05-06 09:30:00-04:00,99957.79998779297,95868.69995117188,0.0
2023-05-08 09:30:00-04:00,99980.0,95868.69995117188,0.00022209384570026636
2023-05-09 09:30:00-04:00,100007.5,95868.69995117188,0.0002750550110022232
2023-05-10 09:30:00-04:00,99988.20007324219,95868.69995117188,-0.0001929847937185425
2023-05-11 09:30:00-04:00,100002.90008544922,95868.69995117188,0.00014701747002399124
2023-05-12 09:30:00-04:00,100002.90008544922,95868.69995117188,0.0
2023-05-13 09:30:00-04:00,100002.90008544922,95868.69995117188,0.0
2023-05-15 09:30:00-04:00,99987.2998046875,95868.69995117188,-0.00015599828353363154
2023-05-16 09:30:00-04:00,99992.20001220703,95868.69995117188,4.9008299344954764e-05
2023-05-17 09:30:00-04:00,100017.69989013672,95868.69995117188,0.0002550186707219737
2023-05-18 09:30:00-04:00,100070.40008544922,95868.69995117188,0.0005269086908656906
2023-05-19 09:30:00-04:00,100070.40008544922,95868.69995117188,0.0
2023-05-20 09:30:00-04:00,100070.40008544922,95868.69995117188,0.0
2023-05-22 09:30:00-04:00,100039.49981689453,95868.69995117188,-0.0003087853004315466
2023-05-23 09:30:00-04:00,99992.90008544922,95868.69995117188,-0.00046581331904504975
2023-05-24 09:30:00-04:00,100016.09985351562,95868.69995117188,0.0002320141534706277
2023-05-25 09:30:00-04:00,100021.99981689453,95868.69995117188,5.8990136463599185e-05
2023-05-26 09:30:00-04:00,100021.99981689453,95868.69995117188,0.0
2023-05-27 09:30:00-04:00,100021.99981689453,95868.69995117188,0.0
2023-05-30 09:30:00-04:00,100051.49993896484,95868.69995117188,0.0002949363352493517
2023-05-31 09:30:00-04:00,100049.59991455078,95868.69995117188,-1.8990464063173285e-05
2023-06-01 09:30:00-04:00,100113.69995117188,95868.69995117188,0.0006406825881946077
2023-06-02 09:30:00-04:00,100113.69995117188,95868.69995117188,0.0
2023-06-03 09:30:00-04:00,100113.69995117188,95868.69995117188,0.0
2023-06-05 09:30:00-04:00,100135.40008544922,95868.69995117188,0.00021675489256645086
2023-06-06 09:30:00-04:00,100153.09997558594,95868.69995117188,0.00017675956876006538
2023-06-07 09:30:00-04:00,100134.89990234375,95868.69995117188,-0.0001817225152953572
2023-06-08 09:30:00-04:00,100168.29986572266,95868.69995117188,0.0003335496756025069
2023-06-09 09:30:00-04:00,100168.29986572266,95868.69995117188,0.0
2023-06-10 09:30:00-04:00,100168.29986572266,95868.69995117188,0.0
2023-06-12 09:30:00-04:00,100221.90002441406,95868.69995117188,0.0005351010126284361
2023-06-13 09:30:00-04:00,100238.80004882812,95868.69995117188,0.00016862606286593973
2023-06-14 09:30:00-04:00,100231.99981689453,95868.69995117188,-6.784031662665502e-05
2023-06-15 09:30:00-04:00,100298.8998413086,95868.69995117188,0.0006674517572857752
2023-06-16 09:30:00-04:00,100298.8998413086,95868.69995117188,0.0
2023-06-17 09:30:00-04:00,100298.8998413086,95868.69995117188,0.0
2023-06-20 09:30:00-04:00,100230.29998779297,95868.69995117188,-0.0006839541971463969
2023-06-21 09:30:00-04:00,100208.20007324219,95868.69995117188,-0.0002204913539466391
2023-06-22 09:30:00-04:00,100197.99987792969,95868.69995117188,-0.00010179002621590882
2023-06-23 09:30:00-04:00,100197.99987792969,95868.69995117188,0.0
2023-06-24 09:30:00-04:00,100197.99987792969,95868.69995117188,0.0
2023-06-26 09:30:00-04:00,100192.20001220703,95868.69995117188,-5.788404688433779e-05
2023-06-27 09:30:00-04:00,100219.19982910156,95868.69995117188,0.0002694802279143982
2023-06-28 09:30:00-04:00,100228.29986572266,95868.69995117188,9.08013298510646e-05
2023-06-29 09:30:00-04:00,100283.09997558594,95868.69995117188,0.0005467528625817675
2023-06-30 09:30:00-04:00,100283.09997558594,95868.69995117188,0.0
2023-07-01 09:30:00-04:00,100283.09997558594,95868.69995117188,0.0
2023-07-03 09:30:00-04:00,100297.90008544922,95868.69995117188,0.00014758329037389828
2023-07-04 09:30:00-04:00,100287.79998779297,95868.69995117188,-0.00010070098823256046
2023-07-05 09:30:00-04:00,100262.90008544922,95868.69995117188,-0.0002482844607896162
2023-07-06 09:30:00-04:00,100255.0,95868.69995117188,-7.87937057723509e-05
2023-07-07 09:30:00-04:00,100255.0,95868.69995117188,0.0
2023-07-08 09:30:00-04:00,100255.0,95868.69995117188,0.0
2023-07-10 09:30:00-04:00,100273.20007324219,95868.69995117188,0.00018153781100371802
2023-07-11 09:30:00-04:00,100332.60009765625,95868.69995117188,0.0005923818564748107
2023-07-12 09:30:00-04:00,100347.69989013672,95868.69995117188,0.00015049737040384592
2023-07-13 09:30:00-04:00,100373.50006103516,95868.69995117188,0.0002571077456352544
2023-07-14 09:30:00-04:00,100373.50006103516,95868.69995117188,0.0
2023-07-15 09:30:00-04:00,100373.50006103516,95868.69995117188,0.0
2023-07-17 09:30:00-04:00,100373.69995117188,95868.69995117188,1.9914632507500585e-06
2023-07-18 09:30:00-04:00,100418.80004882812,95868.69995117188,0.0004493218609873395
2023-07-19 09:30:00-04:00,100410.40008544922,95868.69995117188,-8.364931043614021e-05
2023-07-20 09:30:00-04:00,100408.29986572266,95868.69995117188,-2.0916356520572776e-05
2023-07-21 09:30:00-04:00,100408.29986572266,95868.69995117188,0.0
2023-07-22 09:30:00-04:00,100408.29986572266,95868.69995117188,0.0
2023-07-24 09:30:00-04:00,100407.90008544922,95868.69995117188,-3.9815460870507025e-06
2023-07-25 09:30:00-04:00,100413.3999633789,95868.69995117188,5.477535059505989e-05
2023-07-26 09:30:00-04:00,100458.8998413086,95868.69995117188,0.00045312555840437696
2023-07-27 09:30:00-04:00,100427.5,95868.69995117188,-0.00031256405712376534
2023-07-28 09:30:00-04:00,100427.5,95868.69995117188,0.0
2023-07-29 09:30:00-04:00,100427.5,95868.69995117188,0.0
2023-07-31 09:30:00-04:00,100431.3998413086,95868.69995117188,3.883240455637704e-05
2023-08-01 09:30:00-04:00,100401.19995117188,95868.69995117188,-0.00030070167481921484
2023-08-02 09:30:00-04:00,100349.1000366211,95868.69995117188,-0.0005189172497551686
2023-08-03 09:30:00-04:00,100375.8999633789,95868.69995117188,0.0002670669368038947
2023-08-04 09:30:00-04:00,100375.8999633789,95868.69995117188,0.0
2023-08-05 09:30:00-04:00,100375.8999633789,95868.69995117188,0.0
2023-08-07 09:30:00-04:00,100349.49981689453,95868.69995117188,-0.00026301279982554604
2023-08-08 09:30:00-04:00,100358.99993896484,95868.69995117188,9.467034801025065e-05
2023-08-09 09:30:00-04:00,100350.59997558594,95868.69995117188,-8.369915387773652e-05
2023-08-10 09:30:00-04:00,100308.3999633789,95868.69995117188,-0.00042052575886242227
2023-08-11 09:30:00-04:00,100308.3999633789,95868.69995117188,0.0
2023-08-12 09:30:00-04:00,100308.3999633789,95868.69995117188,0.0
2023-08-14 09:30:00-04:00,100331.3998413086,95868.69995117188,0.00022929164395080193
2023-08-15 09:30:00-04:00,100293.29986572266,95868.69995117188,-0.0003797412938142397
2023-08-16 09:30:00-04:00,100280.29998779297,95868.69995117188,-0.00012961860809335146
2023-08-17 09:30:00-04:00,100202.39990234375,95868.69995117188,-0.000776823418544792
2023-08-18 09:30:00-04:00,100202.39990234375,95868.69995117188,0.0
2023-08-19 09:30:00-04:00,100202.39990234375,95868.69995117188,0.0
2023-08-21 09:30:00-04:00,100280.49987792969,95868.69995117188,0.0007794222060755196
2023-08-22 09:30:00-04:00,100261.19995117188,95868.69995117188,-0.00019245941914236564
2023-08-23 09:30:00-04:00,100315.59997558594,95868.69995117188,0.0005425830175636026
2023-08-24 09:30:00-04:00,100255.49987792969,95868.69995117188,-0.0005991101849650571
2023-08-25 09:30:00-04:00,100255.49987792969,95868.69995117188,0.0
2023-08-26 09:30:00-04:00,100255.49987792969,95868.69995117188,0.0
2023-08-28 09:30:00-04:00,100295.19989013672,95868.69995117188,0.0003959883722626234
2023-08-29 09:30:00-04:00,100363.80004882812,95868.69995117188,0.000683982471409994
2023-08-30 09:30:00-04:00,100385.19989013672,95868.69995117188,0.0002132227087672245
2023-08-31 09:30:00-04:00,100400.40008544922,95868.69995117188,0.00015141868850321316
2023-09-01 09:30:00-04:00,100400.40008544922,95868.69995117188,0.0
2023-09-02 09:30:00-04:00,100400.40008544922,95868.69995117188,0.0
2023-09-05 09:30:00-04:00,100352.69989013672,95868.69995117188,-0.000475099653705624
2023-09-06 09:30:00-04:00,100299.7998046875,95868.69995117188,-0.0005271416265544282
2023-09-07 09:30:00-04:00,100317.69989013672,95868.69995117188,0.00017846581432934272
2023-09-08 09:30:00-04:00,100317.69989013672,95868.69995117188,0.0
2023-09-09 09:30:00-04:00,100317.69989013672,95868.69995117188,0.0
2023-09-11 09:30:00-04:00,100338.20007324219,95868.69995117188,0.00020435260305928793
2023-09-12 09:30:00-04:00,100330.8999633789,95868.69995117188,-7.27550410307698e-05
2023-09-13 09:30:00-04:00,100359.40002441406,95868.69995117188,0.00028406065375241596
2023-09-14 09:30:00-04:00,100340.10009765625,95868.69995117188,-0.0001923081121759651
2023-09-15 09:30:00-04:00,100340.10009765625,95868.69995117188,0.0
2023-09-16 09:30:00-04:00,100340.10009765625,95868.69995117188,0.0
2023-09-18 09:30:00-04:00,100295.49987792969,95868.69995117188,-0.00044449048469308305
2023-09-19 09:30:00-04:00,100308.80004882812,95868.69995117188,0.0001326098470482151
2023-09-20 09:30:00-04:00,100225.70007324219,95868.69995117188,-0.0008284415280163104
2023-09-21 09:30:00-04:00,100193.20007324219,95868.69995117188,-0.00032426812660080184
2023-09-22 09:30:00-04:00,100193.20007324219,95868.69995117188,0.0
2023-09-23 09:30:00-04:00,100193.20007324219,95868.69995117188,0.0
2023-09-25 09:30:00-04:00,100159.59991455078,95868.69995117188,-0.00033535368335224636
2023-09-26 09:30:00-04:00,100139.59991455078,95868.69995117188,-0.00019968130880176904
2023-09-27 09:30:00-04:00,100123.50006103516,95868.69995117188,-0.00016077409465753423
2023-09-28 09:30:00-04:00,100185.40008544922,95868.69995117188,0.0006182367214122575
2023-09-29 09:30:00-04:00,100185.40008544922,95868.69995117188,0.0
2023-09-30 09:30:00-04:00,100185.40008544922,95868.69995117188,0.0
2023-10-02 09:30:00-04:00,100119.29992675781,95868.69995117188,-0.0006597783572759308
2023-10-03 09:30:00-04:00,100089.40002441406,95868.69995117188,-0.00029864274286395265
2023-10-04 09:30:00-04:00,100112.2998046875,95868.69995117188,0.0002287932615028243
2023-10-05 09:30:00-04:00,100088.3999633789,95868.69995117188,-0.00023873031940346845
2023-10-06 09:30:00-04:00,100088.3999633789,95868.69995117188,0.0
2023-10-07 09:30:00-04:00,100088.3999633789,95868.69995117188,0.0
2023-10-09 09:30:00-04:00,100198.09997558594,95868.69995117188,0.0010960312308636588
2023-10-10 09:30:00-04:00,100225.10009765625,95868.69995117188,0.00026946740583788653
2023-10-11 09:30:00-04:00,100238.20007324219,95868.69995117188,0.0001307055375667776
2023-10-12 09:30:00-04:00,100220.79986572266,95868.69995117188,-0.00017358858705385227
2023-10-13 09:30:00-04:00,100220.79986572266,95868.69995117188,0.0
2023-10-14 09:30:00-04:00,100220.79986572266,95868.69995117188,0.0
2023-10-16 09:30:00-04:00,100196.79992675781,95868.69995117188,-0.00023947063879947716
2023-10-17 09:30:00-04:00,100210.59997558594,95868.69995117188,0.00013772943685030903
2023-10-18 09:30:00-04:00,100178.20007324219,95868.69995117188,-0.0003233181155650744
2023-10-19 09:30:00-04:00,100128.50006103516,95868.69995117188,-0.0004961160429184375
2023-10-20 09:30:00-04:00,100128.50006103516,95868.69995117188,0.0
2023-10-21 09:30:00-04:00,100128.50006103516,95868.69995117188,0.0
2023-10-23 09:30:00-04:00,100095.19989013672,95868.69995117188,-0.00033257435074063313
2023-10-24 09:30:00-04:00,100087.60009765625,95868.69995117188,-7.592564367531196e-05
2023-10-25 09:30:00-04:00,100033.20007324219,95868.69995117188,-0.00054352411648384
2023-10-26 09:30:00-04:00,100010.59997558594,95868.69995117188,-0.0002259259689753046
2023-10-27 09:30:00-04:00,100010.59997558594,95868.69995117188,0.0
2023-10-28 09:30:00-04:00,100010.59997558594,95868.69995117188,0.0
2023-10-30 09:30:00-04:00,100030.49987792969,95868.69995117188,0.00019897793182521717
2023-10-31 09:30:00-04:00,100060.70007324219,95868.69995117188,0.000301909870982886
2023-11-01 09:30:00-04:00,100134.49981689453,95868.69995117188,0.0007375497432891009
2023-11-02 09:30:00-04:00,100200.10009765625,95868.69995117188,0.0006551216701704554
2023-11-03 09:30:00-04:00,100200.10009765625,95868.69995117188,0.0
2023-11-04 09:30:00-04:00,100200.10009765625,95868.69995117188,0.0
2023-11-06 09:30:00-05:00,100223.3999633789,95868.69995117188,0.00023253335775064166
2023-11-07 09:30:00-05:00,100225.59997558594,95868.69995117188,2.195108335811824e-05
2023-11-08 09:30:00-05:00,100244.19982910156,95868.69995117188,0.00018557986702161244
2023-11-09 09:30:00-05:00,100252.99987792969,95868.69995117188,8.77861147390302e-05
2023-11-10 09:30:00-05:00,100228.50006103516,95868.69995117188,-0.0002443798881266446
2023-11-11 09:30:00-05:00,100228.50006103516,95868.69995117188,0.0
2023-11-13 09:30:00-05:00,100261.00006103516,95868.69995117188,0.0003242590678320667
2023-11-14 09:30:00-05:00,100331.90002441406,95868.69995117188,0.0007071539615179923
2023-11-15 09:30:00-05:00,100369.7998046875,95868.69995117188,0.00037774407007362676
2023-11-16 09:30:00-05:00,100360.8999633789,95868.69995117188,-8.867050971417267e-05
2023-11-17 09:30:00-05:00,100371.09985351562,95868.69995117188,0.0001016321111153573
2023-11-18 09:30:00-05:00,100371.09985351562,95868.69995117188,0.0
2023-11-20 09:30:00-05:00,100373.99993896484,95868.69995117188,2.889363027258618e-05
2023-11-21 09:30:00-05:00,100400.49987792969,95868.69995117188,0.00026401198498571254
2023-11-22 09:30:00-05:00,100418.50006103516,95868.69995117188,0.0001792837996559271
2023-11-23 09:30:00-05:00,100418.50006103516,95868.69995117188,0.0
2023-11-24 09:30:00-05:00,100419.40002441406,95868.69995117188,8.962127280964793e-06
2023-11-25 09:30:00-05:00,100419.40002441406,95868.69995117188,0.0
2023-11-27 09:30:00-05:00,100415.19989013672,95868.69995117188,-4.182592483448211e-05
2023-11-28 09:30:00-05:00,100409.49981689453,95868.69995117188,-5.6765044021411803e-05
2023-11-29 09:30:00-05:00,100440.19989013672,95868.69995117188,0.00030574869208765953
2023-11-30 09:30:00-05:00,100423.50006103516,95868.69995117188,-0.00016626638656458415
2023-12-01 09:30:00-05:00,100426.3998413086,95868.69995117188,2.8875514911153033e-05
2023-12-02 09:30:00-05:00,100426.3998413086,95868.69995117188,0.0
2023-12-04 09:30:00-05:00,100424.70001220703,95868.69995117188,-1.6926118075022423e-05
2023-12-05 09:30:00-05:00,100421.30004882812,95868.69995117188,-3.385584799853181e-05
2023-12-06 09:30:00-05:00,100456.79992675781,95868.69995117188,0.00035350944383738536
2023-12-07 09:30:00-05:00,100437.79998779297,95868.69995117188,-0.00018913541919207688
2023-12-08 09:30:00-05:00,100443.29986572266,95868.69995117188,5.475904420793043e-05
2023-12-09 09:30:00-05:00,100443.29986572266,95868.69995117188,0.0
2023-12-11 09:30:00-05:00,100465.59997558594,95868.69995117188,0.00022201689802203717
2023-12-12 09:30:00-05:00,100485.0,95868.69995117188,0.00019310116516280118
2023-12-13 09:30:00-05:00,100513.59985351562,95868.69995117188,0.00028461813719093954
2023-12-14 09:30:00-05:00,100593.69995117188,95868.69995117188,0.0007969080579441901
2023-12-15 09:30:00-05:00,100563.59985351562,95868.69995117188,-0.0002992244809650879
2023-12-16 09:30:00-05:00,100563.59985351562,95868.69995117188,0.0
2023-12-18 09:30:00-05:00,100597.56006103515,95887.75995117187,0.0003376988052237184
2023-12-19 09:30:00-05:00,100613.05993896484,95887.75995117187,0.00015407807028600118
2023-12-20 09:30:00-05:00,100627.35986572265,95887.75995117187,0.00014212793812728997
2023-12-21 09:30:00-05:00,100601.05981689453,95887.75995117187,-0.0002613608154206082
2023-12-22 09:30:00-05:00,100626.3598046875,95887.75995117187,0.0002514882829167675
2023-12-23 09:30:00-05:00,100626.3598046875,95887.75995117187,0.0
2023-12-26 09:30:00-05:00,100628.46002441406,95887.75995117187,2.0871466787086845e-05
2023-12-27 09:30:00-05:00,100642.15997558594,95887.75995117187,0.00013614390172067559
2023-12-28 09:30:00-05:00,100656.56,95887.75995117187,0.0001430814324490104
2023-12-29 09:30:00-05:00,100652.65985351562,95887.75995117187,-3.874706710005338e-05
2023-12-30 09:30:00-05:00,100652.65985351562,95887.75995117187,0.0
